dates,posts,sentence_tokenize
"18,June,2004","

	 
      this pains me. i had a salad and a nasty atkins banna muffin for dinner, and i ate at about 7pm ish.. definately didnt have any food after 8 and took my meds when i ate dinner.   so do i eat before six, do i take my meds late? do i take only the glipizid at dinner... i dont know.   it just pisses me off that i am so reducing my  carb intake and still have high morning bloods .  also, i had a dream last night, part of which included me making a take home plate at a party, from a table groaning with many many different kinds of pie.   pie.   ok and someone mentioned making faux apple pie with jicama. whaddayathink?
     

    
","['\n\n\t \n      this pains me.', 'i had a salad and a nasty atkins banna muffin for dinner, and i ate at about 7pm ish.. definately didnt have any food after 8 and took my meds when i ate dinner.', 'so do i eat before six, do i take my meds late?', 'do i take only the glipizid at dinner... i dont know.', 'it just pisses me off that i am so reducing my  carb intake and still have high morning bloods .', 'also, i had a dream last night, part of which included me making a take home plate at a party, from a table groaning with many many different kinds of pie.', 'pie.', 'ok and someone mentioned making faux apple pie with jicama.', 'whaddayathink?']"
"18,June,2004","

	 
      14 day avg 105  30 day avg 114  no breakfast (baaaaad kitty) salad and klondike bar for lunch - 8 carbs leftover stirfry for snack - 5 carbs
     

    
",['\n\n\t \n      14 day avg 105  30 day avg 114  no breakfast (baaaaad kitty) salad and klondike bar for lunch - 8 carbs leftover stirfry for snack - 5 carbs']
"18,June,2004","

	 
      finally! - now i dont know if thats because i had stir fry only for dinner (because i ate late) or if i took my pills so late. i may even have double up, but i usually get a tummy ache when i do, and i feel fine.   anyhoo i am not knockin it. yay!
     

    
","['\n\n\t \n      finally!', '- now i dont know if thats because i had stir fry only for dinner (because i ate late) or if i took my pills so late.', 'i may even have double up, but i usually get a tummy ache when i do, and i feel fine.', 'anyhoo i am not knockin it.', 'yay!']"
"18,June,2004","

	 
       urllink ebay item 4130354226 (ends jul-08-04 17:19:29 pdt) - lens kit for 3com homeconnect webcam/camera 
     

    
",['\n\n\t \n       urllink ebay item 4130354226 (ends jul-08-04 17:19:29 pdt) - lens kit for 3com homeconnect webcam/camera']
"18,June,2004","

	 
      and i had a klondike fudggickle less than an hour ago (3 carbs total)  im feeling kinda fat tho, i need to gear up for atkins induction to drop some weight..  i am going to test and micromanage a one month menu, before i begin, then it should be easy sailin.  good things :  tiny lamb roasts saute'd in olive oil and fresh garlic flap meat marinated in soy and flame grilled klondike lo-carb bars ben and j's no sugar added strawberry pork tacos (soft) with la tortilla factory wheat tillas cukes koolaid 
     

    
","['\n\n\t \n      and i had a klondike fudggickle less than an hour ago (3 carbs total)  im feeling kinda fat tho, i need to gear up for atkins induction to drop some weight..  i am going to test and micromanage a one month menu, before i begin, then it should be easy sailin.', ""good things :  tiny lamb roasts saute'd in olive oil and fresh garlic flap meat marinated in soy and flame grilled klondike lo-carb bars ben and j's no sugar added strawberry pork tacos (soft) with la tortilla factory wheat tillas cukes koolaid""]"
"18,June,2004","

	 
      blah.
     

    
",['\n\n\t \n      blah.']
"18,June,2004","

	 
      the bad news is, they found a spot on my retina, and now i have to get dilated and checked (my eyeball, not my coochy, get yer mind outta the gutter) for any more abnormalities. good news is if i keep going with my sugars as i am, the problem should be arrested right here.   weird news, i decided to take back my new frames (the bifocals) because the reading glass portion wasn't strong enough and i couldn't read my beloved adult swim text from my usual perch on my bed, anymore. it seems that the blood sugar effects the lens thickness of my cornea, and now, 30 days later, my prescription has changed. so they are redoing the lenses. good thing, because the photo gray dip was crap, and they needed to dip again.   haven't eaten much today and i need to make dinner for myself and the mijo.  morning blood was 110, current blood is 90 and forgive me, but i will not stop congratulating myself for  doing well with the blood. 
     

    
","['\n\n\t \n      the bad news is, they found a spot on my retina, and now i have to get dilated and checked (my eyeball, not my coochy, get yer mind outta the gutter) for any more abnormalities.', 'good news is if i keep going with my sugars as i am, the problem should be arrested right here.', ""weird news, i decided to take back my new frames (the bifocals) because the reading glass portion wasn't strong enough and i couldn't read my beloved adult swim text from my usual perch on my bed, anymore."", 'it seems that the blood sugar effects the lens thickness of my cornea, and now, 30 days later, my prescription has changed.', 'so they are redoing the lenses.', 'good thing, because the photo gray dip was crap, and they needed to dip again.', ""haven't eaten much today and i need to make dinner for myself and the mijo."", 'morning blood was 110, current blood is 90 and forgive me, but i will not stop congratulating myself for  doing well with the blood.']"
"18,June,2004","

	 
       urllink oh lord i love this    she really irks me, that omarosa
     

    
","['\n\n\t \n       urllink oh lord i love this    she really irks me, that omarosa']"
"18,June,2004","

	 
      no posts ent thru while i was on vaycay, which is wierd, because they showed successful as emails from my bloody pager.   blah balh, cheated here and there, blood sugar was okay for the most part. i have to get out of the mind set that i need to be below 100 for regular checks, mom and dad are not, so its cool to be 110 or 108. my 30 day average is below 120, and thats grand.   i am going to register a new domain so i can multi blog here, side blog daily blood and carb counts, et al.   this will cost about 80 bucks for 2 year domain reg and 1 year hosting (@logjamming.com, yay), so be tuned for a change.   my main goal right now is getting this house in order and keeping the blood sugars low. on the horizon, need to pay for west la ticket, ians sleep away camp, and car registration, with ins looming on the horizon. there fore i bought some clothes and make up. (hey, it's a natural high).  off to costco it is. 
     

    
","['\n\n\t \n      no posts ent thru while i was on vaycay, which is wierd, because they showed successful as emails from my bloody pager.', 'blah balh, cheated here and there, blood sugar was okay for the most part.', 'i have to get out of the mind set that i need to be below 100 for regular checks, mom and dad are not, so its cool to be 110 or 108. my 30 day average is below 120, and thats grand.', 'i am going to register a new domain so i can multi blog here, side blog daily blood and carb counts, et al.', 'this will cost about 80 bucks for 2 year domain reg and 1 year hosting (@logjamming.com, yay), so be tuned for a change.', 'my main goal right now is getting this house in order and keeping the blood sugars low.', 'on the horizon, need to pay for west la ticket, ians sleep away camp, and car registration, with ins looming on the horizon.', 'there fore i bought some clothes and make up.', ""(hey, it's a natural high)."", 'off to costco it is.']"
"18,June,2004","

	 
      this is great.. had jello and whipped cream when i woke up (couldn't resist) and mom took me to carrows, where i had a salad, 2 eggs and bacon, and hot tea with cream.. total breakfast about 12 carbs. less than 2 hours later i am lower than when i woke up, sugar wise, which is a big deal. still packing for the trip, heading out in a couple of hours. 
     

    
","[""\n\n\t \n      this is great.. had jello and whipped cream when i woke up (couldn't resist) and mom took me to carrows, where i had a salad, 2 eggs and bacon, and hot tea with cream.. total breakfast about 12 carbs."", 'less than 2 hours later i am lower than when i woke up, sugar wise, which is a big deal.', 'still packing for the trip, heading out in a couple of hours.']"
"18,June,2004","

	 
      i think i could live on this and whipped cream.   nuff said
     

    
","['\n\n\t \n      i think i could live on this and whipped cream.', 'nuff said']"
"18,June,2004","

	 
      wahoo! going to bd bllod at 11:30 was 125 and i was sad..thinking this morning was going to be bad... but i think i ate too late and didnt wait long enough to test. so. thats cool then. doenst explaoin other high sugar mornings when i've gone to bed with bloo in the high 80s or low 90s. anyhoo..  yay!
     

    
","['\n\n\t \n      wahoo!', 'going to bd bllod at 11:30 was 125 and i was sad..thinking this morning was going to be bad... but i think i ate too late and didnt wait long enough to test.', 'so.', 'thats cool then.', ""doenst explaoin other high sugar mornings when i've gone to bed with bloo in the high 80s or low 90s."", 'anyhoo..  yay!']"
"18,June,2004","

	 
      ok. morning blood 2 hours after breakfast, 92. had delicious black tea with cream and about 3/4 tsp of cinnamon, which is supposed to lower my blood sugar. 40min later i can feel it, im getting hot etc, and i know the use it alot in metabo boosters, so i test, but my blood is 96. oh well, i should prob wait a little longer and test again :p 
     

    
","['\n\n\t \n      ok. morning blood 2 hours after breakfast, 92. had delicious black tea with cream and about 3/4 tsp of cinnamon, which is supposed to lower my blood sugar.', '40min later i can feel it, im getting hot etc, and i know the use it alot in metabo boosters, so i test, but my blood is 96. oh well, i should prob wait a little longer and test again :p']"
"18,June,2004","

	 
       urllink    oh lordy urllink   
     

    
",['\n\n\t \n       urllink    oh lordy urllink']
"18,June,2004","

	 
      lost two since last time i checked. yay
     

    
","['\n\n\t \n      lost two since last time i checked.', 'yay']"
"18,June,2004","

	 
      forgot to take my meds at noon, having a helluva time with a t1 install at a beautiful (ha) best western. also, didnt eat anything but 4 cheese sticks and kool-aid in the morning. 4 carbs.  looked at an apt with my mom, and had a lettuce wrapped swiss and ham sammy - 3 carbs.  home now, took the evenng meds and had some orange roughy for inner, with cuke and dressing - 6 carbs. also going to make some miso - 3 carbs.    perrier and koolaid - equals yummy soda  patent blend 8 packets equal and 4 splenda per unsweeteened package of kool-aid
     

    
","['\n\n\t \n      forgot to take my meds at noon, having a helluva time with a t1 install at a beautiful (ha) best western.', 'also, didnt eat anything but 4 cheese sticks and kool-aid in the morning.', '4 carbs.', 'looked at an apt with my mom, and had a lettuce wrapped swiss and ham sammy - 3 carbs.', 'home now, took the evenng meds and had some orange roughy for inner, with cuke and dressing - 6 carbs.', 'also going to make some miso - 3 carbs.', 'perrier and koolaid - equals yummy soda  patent blend 8 packets equal and 4 splenda per unsweeteened package of kool-aid']"
"18,June,2004","

	 
      wish it was lower. 
     

    
",['\n\n\t \n      wish it was lower.']
"18,June,2004","

	 
      wish it was lower. 
     

    
",['\n\n\t \n      wish it was lower.']
"18,June,2004","

	 
      im sleepy. see you tommorrow.
     

    
","['\n\n\t \n      im sleepy.', 'see you tommorrow.']"
