dates,posts,sentence_tokenize,word_tokenize
"01,August,2004","


       
      in a world that is so captivated and intrigued by love, you can not help but to ask yourself; what is the value of love?  well i suppose the answer to that question is different for each person, as is the definition of love.  in the last eight months i have surrounded myself around one person, for everything in my life that made me happy, that one person was always there and part of it.  in fact the only times i have been unhappy in the last eight months was when she wasn't.  now i'm having to deal with more than i ever imagined i would have too.  i'm having to live in a home that *we* got together and wanted to live in.  now i'm living here alone, almost like a constant nightmare that does not go away no matter what you think about before you goto bed.  okay - i can deal with that because 90% of the reason she does not live here anymore is... my fault.    then on top of that i'm having to deal with this new...""rule"".  you see sally moved back home and in order to maintain some sort of peace and a good relationship with her parents she has been asked to take an entire month ""off of me"" which means she can not see / talk to me - and if she does then she looses all that her family is doing for her (ex: a car, college paid for, ...).  in a month though we are going to be able to see each other, it will be ""her choice"" whether or not she wants to remain friends or anything more than that...and she will still have all of these wonderful things that her family is getting for her.  so i mean her decision can't shock a whole lot of people, that she chose to do this thirty day deal with her parents ... because in all honesty in thirty days she can have the best of both worlds... right?  well i'm still not feeling ""settled"" with all of it.  something just seems shady... almost like when thirty days is passed does her family actually say ""okay we don't mind this now, you took a month off of him"" or do they say... look we got you all of these things too show you what life could be like for you... and you just go right back to him... i don't know... blah... and its hard because i am waking up every morning being reminded of her absence... and for the last eight months all that i have known is her... and now she is gone so i'm even more at loss... really... blah i just don't know what too do... *sigh* oh well i guess we'll see how things play out in a month... well 29 days now ;)  yes i'm counting...   keep ya updated.  latah.
     

    
","['\n\n\n       \n      in a world that is so captivated and intrigued by love, you can not help but to ask yourself; what is the value of love?', 'well i suppose the answer to that question is different for each person, as is the definition of love.', 'in the last eight months i have surrounded myself around one person, for everything in my life that made me happy, that one person was always there and part of it.', ""in fact the only times i have been unhappy in the last eight months was when she wasn't."", ""now i'm having to deal with more than i ever imagined i would have too."", ""i'm having to live in a home that *we* got together and wanted to live in."", ""now i'm living here alone, almost like a constant nightmare that does not go away no matter what you think about before you goto bed."", 'okay - i can deal with that because 90% of the reason she does not live here anymore is... my fault.', 'then on top of that i\'m having to deal with this new...""rule"".', 'you see sally moved back home and in order to maintain some sort of peace and a good relationship with her parents she has been asked to take an entire month ""off of me"" which means she can not see / talk to me - and if she does then she looses all that her family is doing for her (ex: a car, college paid for, ...).', 'in a month though we are going to be able to see each other, it will be ""her choice"" whether or not she wants to remain friends or anything more than that...and she will still have all of these wonderful things that her family is getting for her.', ""so i mean her decision can't shock a whole lot of people, that she chose to do this thirty day deal with her parents ... because in all honesty in thirty days she can have the best of both worlds... right?"", 'well i\'m still not feeling ""settled"" with all of it.', 'something just seems shady... almost like when thirty days is passed does her family actually say ""okay we don\'t mind this now, you took a month off of him"" or do they say... look we got you all of these things too show you what life could be like for you... and you just go right back to him... i don\'t know... blah... and its hard because i am waking up every morning being reminded of her absence... and for the last eight months all that i have known is her... and now she is gone so i\'m even more at loss... really... blah i just don\'t know what too do... *sigh* oh well i guess we\'ll see how things play out in a month... well 29 days now ;)  yes i\'m counting...   keep ya updated.', 'latah.']","['latah', '.']"
"01,August,2004","


       
      im a pretty cool guy with a whole lot too hide but its hard to get it out cause i got a whole lota pride thats the defense that attacks you when you try to peep my mind im not an apple pie i sin all the time whether i'm innocent or guilty of a crime my mind is on constant rewind my heart spews nasty slime through my mind turning it to words that rhyme or just a ball face lie never bad intentions just dont like to see you cry and its easier to lie and hide inside then to hang the laundry out to dry then i defeat my own purpose and make you cry and cant even answer the question of why this wont go away not in any near time the only thing i can do is figure out my mind before i disappear as if you went blind.. im my worst enemy but my war is with time..making a switch in my life to turn the sirens into chimes start focusing on dollars and not pinching the dimes everyone can hate me while i take this time but dont forget one thing remains mine.
     

    
","[""\n\n\n       \n      im a pretty cool guy with a whole lot too hide but its hard to get it out cause i got a whole lota pride thats the defense that attacks you when you try to peep my mind im not an apple pie i sin all the time whether i'm innocent or guilty of a crime my mind is on constant rewind my heart spews nasty slime through my mind turning it to words that rhyme or just a ball face lie never bad intentions just dont like to see you cry and its easier to lie and hide inside then to hang the laundry out to dry then i defeat my own purpose and make you cry and cant even answer the question of why this wont go away not in any near time the only thing i can do is figure out my mind before i disappear as if you went blind.. im my worst enemy but my war is with time..making a switch in my life to turn the sirens into chimes start focusing on dollars and not pinching the dimes everyone can hate me while i take this time but dont forget one thing remains mine.""]","['im', 'a', 'pretty', 'cool', 'guy', 'with', 'a', 'whole', 'lot', 'too', 'hide', 'but', 'its', 'hard', 'to', 'get', 'it', 'out', 'cause', 'i', 'got', 'a', 'whole', 'lota', 'pride', 'thats', 'the', 'defense', 'that', 'attacks', 'you', 'when', 'you', 'try', 'to', 'peep', 'my', 'mind', 'im', 'not', 'an', 'apple', 'pie', 'i', 'sin', 'all', 'the', 'time', 'whether', 'i', ""'m"", 'innocent', 'or', 'guilty', 'of', 'a', 'crime', 'my', 'mind', 'is', 'on', 'constant', 'rewind', 'my', 'heart', 'spews', 'nasty', 'slime', 'through', 'my', 'mind', 'turning', 'it', 'to', 'words', 'that', 'rhyme', 'or', 'just', 'a', 'ball', 'face', 'lie', 'never', 'bad', 'intentions', 'just', 'dont', 'like', 'to', 'see', 'you', 'cry', 'and', 'its', 'easier', 'to', 'lie', 'and', 'hide', 'inside', 'then', 'to', 'hang', 'the', 'laundry', 'out', 'to', 'dry', 'then', 'i', 'defeat', 'my', 'own', 'purpose', 'and', 'make', 'you', 'cry', 'and', 'cant', 'even', 'answer', 'the', 'question', 'of', 'why', 'this', 'wont', 'go', 'away', 'not', 'in', 'any', 'near', 'time', 'the', 'only', 'thing', 'i', 'can', 'do', 'is', 'figure', 'out', 'my', 'mind', 'before', 'i', 'disappear', 'as', 'if', 'you', 'went', 'blind..', 'im', 'my', 'worst', 'enemy', 'but', 'my', 'war', 'is', 'with', 'time..making', 'a', 'switch', 'in', 'my', 'life', 'to', 'turn', 'the', 'sirens', 'into', 'chimes', 'start', 'focusing', 'on', 'dollars', 'and', 'not', 'pinching', 'the', 'dimes', 'everyone', 'can', 'hate', 'me', 'while', 'i', 'take', 'this', 'time', 'but', 'dont', 'forget', 'one', 'thing', 'remains', 'mine', '.']"
"01,August,2004","


       
      today was a pretty simple day.  went to pick up  jessica a new friend of mine at her house way out in the ghetto right off of 8 mile.  well she don't live in the ghetto but you have to pass through it to get to where she does live.  anywho picked her up... got lost on the way home but i finally got back on track and found the park i was looking for.. we went to the park for a little while and let capone right wild, that was fun, he enjoyed it - we just walked and talked... that was kind of peaceful.  we ended up watching dave chapelles hbo special, she had never seen it - so that was a lot of fun we did alot of laughing.  after that we were about to leave, and mike came up with some weed.  its funny how when you least expect it someone pulls weed out of no where isn't it?  so we smoked - then i drove her home... and got home a little bit ago from that journey.   thats all my day really consisted of, and all it will consist of, because now i'm going to bed - because i'm fucking tired.   here is a picture i took today of capone  and jess  - cute.     awwww capone and i have a  new friend we like to hang out with :)   here is a picture of her and i watching dave chappelles hbo special...      shes good people.   -goodnight
     

    
","['\n\n\n       \n      today was a pretty simple day.', 'went to pick up  jessica a new friend of mine at her house way out in the ghetto right off of 8 mile.', ""well she don't live in the ghetto but you have to pass through it to get to where she does live."", 'anywho picked her up... got lost on the way home but i finally got back on track and found the park i was looking for.. we went to the park for a little while and let capone right wild, that was fun, he enjoyed it - we just walked and talked... that was kind of peaceful.', 'we ended up watching dave chapelles hbo special, she had never seen it - so that was a lot of fun we did alot of laughing.', 'after that we were about to leave, and mike came up with some weed.', ""its funny how when you least expect it someone pulls weed out of no where isn't it?"", 'so we smoked - then i drove her home... and got home a little bit ago from that journey.', ""thats all my day really consisted of, and all it will consist of, because now i'm going to bed - because i'm fucking tired."", 'here is a picture i took today of capone  and jess  - cute.', 'awwww capone and i have a  new friend we like to hang out with :)   here is a picture of her and i watching dave chappelles hbo special...      shes good people.', '-goodnight']",['-goodnight']
"01,August,2004","


       
       i saw the feeling close to my eye coming out from where it use to hide if i said i wasn't enjoying it that'd be a lie the question is who are you and why?  i only expected a brief encounter and a good friend never thought that i would have deeper desires for you that i now write down with my pen but here it comes there you are and here i go again.  captivated by your mind, held back by your eyes, embraced by our time, i'm not going to fight this or hold back i'm going to let it shine.  
     

    
","[""\n\n\n       \n       i saw the feeling close to my eye coming out from where it use to hide if i said i wasn't enjoying it that'd be a lie the question is who are you and why?"", 'i only expected a brief encounter and a good friend never thought that i would have deeper desires for you that i now write down with my pen but here it comes there you are and here i go again.', ""captivated by your mind, held back by your eyes, embraced by our time, i'm not going to fight this or hold back i'm going to let it shine.""]","['captivated', 'by', 'your', 'mind', ',', 'held', 'back', 'by', 'your', 'eyes', ',', 'embraced', 'by', 'our', 'time', ',', 'i', ""'m"", 'not', 'going', 'to', 'fight', 'this', 'or', 'hold', 'back', 'i', ""'m"", 'going', 'to', 'let', 'it', 'shine', '.']"
"01,August,2004","


       
      so i went to see 'fahrenheit 911'. it's very impressive, and i certainly recommend that everyone go see it. some of it(oregon state police, etc)seems a bit unnecessary, but the vital and necessary stuff is profoundly vital and necessary. the part of the film that details the involvement between the bush family and the bin laden's and the saudi's is so disturbing that it makes my head ache. some very well documented and supported facts: 1-when george bush started his first oil company one of his biggest investors was the bin-laden family(yes, osama bin laden's family). 2-the bush family has received over $1.4 billion dollars from the saudi's and from the bin-laden family. 3-the saudi ambassador to the u.s is an 'unofficial' member of the bush family, and was invited to dinner at the white house on september 13th, 2001. 4-on september 13th over 50 members of the bin-laden family and citizens of saudi arabia were allowed to leave the united states without being questioned by the fbi, even though air traffic was shut down in the united states. 5-on september 11th, 2001 george bush senior and other members of the carlyle group(including members of the bin laden family and citizens of saudi arabia)watched on television as the twin towers were attacked by hijacked planes. 6-almost all references to saudi involvement in 9-11 have been blacked out by the bush administration. go see this movie, and if you doubt what i say then do a little research and you'll quickly realize that we have suffered through an administration(bush's)that is profoundly corrupt in ways that we never could have even imagined. bush, cheney, halliburton, enron, the bin-laden's, the house of saud, and the hundreds of billions of dollars made from oil(iraq has the 2nd largest oil reserves in the world)are why we went to war. there were no wmd's in iraq, there were no nascent nuclear programs in iraq, there was no al qaeda presence in iraq. the sad and tragic truth is that we went to war in iraq for oil profits. that's it, and now we know beyond a shadow of a doubt. and it's utterly disgusting.   urllink click here for showtimes and listings.   -goodnight 
     

    
","[""\n\n\n       \n      so i went to see 'fahrenheit 911'."", ""it's very impressive, and i certainly recommend that everyone go see it."", 'some of it(oregon state police, etc)seems a bit unnecessary, but the vital and necessary stuff is profoundly vital and necessary.', ""the part of the film that details the involvement between the bush family and the bin laden's and the saudi's is so disturbing that it makes my head ache."", ""some very well documented and supported facts: 1-when george bush started his first oil company one of his biggest investors was the bin-laden family(yes, osama bin laden's family)."", ""2-the bush family has received over $1.4 billion dollars from the saudi's and from the bin-laden family."", ""3-the saudi ambassador to the u.s is an 'unofficial' member of the bush family, and was invited to dinner at the white house on september 13th, 2001."", '4-on september 13th over 50 members of the bin-laden family and citizens of saudi arabia were allowed to leave the united states without being questioned by the fbi, even though air traffic was shut down in the united states.', '5-on september 11th, 2001 george bush senior and other members of the carlyle group(including members of the bin laden family and citizens of saudi arabia)watched on television as the twin towers were attacked by hijacked planes.', '6-almost all references to saudi involvement in 9-11 have been blacked out by the bush administration.', ""go see this movie, and if you doubt what i say then do a little research and you'll quickly realize that we have suffered through an administration(bush's)that is profoundly corrupt in ways that we never could have even imagined."", ""bush, cheney, halliburton, enron, the bin-laden's, the house of saud, and the hundreds of billions of dollars made from oil(iraq has the 2nd largest oil reserves in the world)are why we went to war."", ""there were no wmd's in iraq, there were no nascent nuclear programs in iraq, there was no al qaeda presence in iraq."", 'the sad and tragic truth is that we went to war in iraq for oil profits.', ""that's it, and now we know beyond a shadow of a doubt."", ""and it's utterly disgusting."", 'urllink click here for showtimes and listings.', '-goodnight']",['-goodnight']
"01,August,2004","


       
      nicole, your comment gave me goosebumps.  your words were so appreciated. thanks so much!!   steve.. you are such an amazing person. you inspire me with your perseverance & strength. you have the ability to do what ever you want to do in life, and i've told you that since the day i met you. you have this amazing quality about you that warms a room up. you have the personality that so many guys wish they had themselves. i've never met anyone like you - and i must say through the years it has always been a privilge to have you in my life. your such a doll and i'm sorry for all that you've went through, i'm glad your remaining positive and staying on top of life without allowing it to get on top of you. your amazing.  forever friends,  ~nicole stockwell :)   *taken from the ""thursday"" post*  
     

    
","['\n\n\n       \n      nicole, your comment gave me goosebumps.', 'your words were so appreciated.', 'thanks so much!!', 'steve.. you are such an amazing person.', 'you inspire me with your perseverance & strength.', ""you have the ability to do what ever you want to do in life, and i've told you that since the day i met you."", 'you have this amazing quality about you that warms a room up.', 'you have the personality that so many guys wish they had themselves.', ""i've never met anyone like you - and i must say through the years it has always been a privilge to have you in my life."", ""your such a doll and i'm sorry for all that you've went through, i'm glad your remaining positive and staying on top of life without allowing it to get on top of you."", 'your amazing.', 'forever friends,  ~nicole stockwell :)   *taken from the ""thursday"" post*']","['forever', 'friends', ',', '~nicole', 'stockwell', ':', ')', '*taken', 'from', 'the', '``', 'thursday', ""''"", 'post*']"
"01,August,2004","


       
      i miss the smell of your hair i miss the feeling of your care i miss the touch of your lips i miss the feel of your hips i miss the planning trips  i miss talking all night i miss holding you tight i miss telling you its alright i miss holding your hand i miss bitching about traffic jams  i miss the good mornings i miss the good nights i miss the good times i miss the good fights i miss telling you to turn off the light  i miss taking showers together i miss the plans of us being forever i miss the dreams that we had i miss wanting those to happen so bad i miss the feeling of wanting you back.  i miss the wanting to give you a hug i miss the comfort of being in love i miss the desire to want to fuck i miss the hurt of seeing you packing i miss the thought of you being attractive  i miss all these things and so much more but i would never allow you back in or even close to the door. there is nothing to miss nothing at all i wish it would have happened faster but then it wouldn't have been such a   beautiful disaster  .
     

    
","['\n\n\n       \n      i miss the smell of your hair i miss the feeling of your care i miss the touch of your lips i miss the feel of your hips i miss the planning trips  i miss talking all night i miss holding you tight i miss telling you its alright i miss holding your hand i miss bitching about traffic jams  i miss the good mornings i miss the good nights i miss the good times i miss the good fights i miss telling you to turn off the light  i miss taking showers together i miss the plans of us being forever i miss the dreams that we had i miss wanting those to happen so bad i miss the feeling of wanting you back.', 'i miss the wanting to give you a hug i miss the comfort of being in love i miss the desire to want to fuck i miss the hurt of seeing you packing i miss the thought of you being attractive  i miss all these things and so much more but i would never allow you back in or even close to the door.', ""there is nothing to miss nothing at all i wish it would have happened faster but then it wouldn't have been such a   beautiful disaster  .""]","['there', 'is', 'nothing', 'to', 'miss', 'nothing', 'at', 'all', 'i', 'wish', 'it', 'would', 'have', 'happened', 'faster', 'but', 'then', 'it', 'would', ""n't"", 'have', 'been', 'such', 'a', 'beautiful', 'disaster', '.']"
"01,August,2004","


       
      well after two days of being completely intoxicated its good to have a day that i'm able to come to my senses and relax.  i honestly haven't done anything today, and do not have any plans to do anything.  i've sat on my ass the majority of the night watching the entire season 1 of dave chapelle on dvd.    i got moved out of my parents house today - the only thing i have left there now is mah dog which i pick up in the morning, i didn't want to bring him over here and let him get in the way and shit soooo he is still at mom and dads with his brother sam.  ha! he loves it there its great.  anywho... so i got the majority of my stuff out of there and just been sittin down most the evening - @ around 9 my friend sarah came over and watched a few episodes with me - she has to work tomorrow @ 7 so she took off about 20 minutes ago.. so that was kind of cool.   so now mike and i are just kind of finishing up the dvd, and then i'm probably going to go in the bedroom and crash and burn because the past two nights have just killed me.  i haven't had as much fun as i've had in the past three weeks in the past year.  its been a fucking riot.  oh yeah... and i finally cut the last bit of communication i had with .... her....  i finally blocked her .  god life is going way to good right now... i fucking love it.  i've added a link on the right hand side of the page there that links to where i will be posting new pictures and what not.  so enjoy that link :p there are already pictures from tuesday and wends night.  enjoy it.  -cheers to the good life.
     

    
","[""\n\n\n       \n      well after two days of being completely intoxicated its good to have a day that i'm able to come to my senses and relax."", ""i honestly haven't done anything today, and do not have any plans to do anything."", ""i've sat on my ass the majority of the night watching the entire season 1 of dave chapelle on dvd."", ""i got moved out of my parents house today - the only thing i have left there now is mah dog which i pick up in the morning, i didn't want to bring him over here and let him get in the way and shit soooo he is still at mom and dads with his brother sam."", 'ha!', 'he loves it there its great.', 'anywho... so i got the majority of my stuff out of there and just been sittin down most the evening - @ around 9 my friend sarah came over and watched a few episodes with me - she has to work tomorrow @ 7 so she took off about 20 minutes ago.. so that was kind of cool.', ""so now mike and i are just kind of finishing up the dvd, and then i'm probably going to go in the bedroom and crash and burn because the past two nights have just killed me."", ""i haven't had as much fun as i've had in the past three weeks in the past year."", 'its been a fucking riot.', 'oh yeah... and i finally cut the last bit of communication i had with .... her....  i finally blocked her .', 'god life is going way to good right now... i fucking love it.', ""i've added a link on the right hand side of the page there that links to where i will be posting new pictures and what not."", 'so enjoy that link :p there are already pictures from tuesday and wends night.', 'enjoy it.', '-cheers to the good life.']","['-cheers', 'to', 'the', 'good', 'life', '.']"
"01,August,2004","


       
      fuck. i'm drunk. so here are the pictures from tonight.  enjoy.  pictures:  urllink pictures from jd's   -goodfuckingnight
     

    
","['\n\n\n       \n      fuck.', ""i'm drunk."", 'so here are the pictures from tonight.', 'enjoy.', ""pictures:  urllink pictures from jd's   -goodfuckingnight""]","['pictures', ':', 'urllink', 'pictures', 'from', 'jd', ""'s"", '-goodfuckingnight']"
"01,August,2004","


       
      i removed the pictures that were here - because there is a link to the right or in the post above :)  -peace :)
     

    
",['\n\n\n       \n      i removed the pictures that were here - because there is a link to the right or in the post above :)  -peace :)'],"['i', 'removed', 'the', 'pictures', 'that', 'were', 'here', '-', 'because', 'there', 'is', 'a', 'link', 'to', 'the', 'right', 'or', 'in', 'the', 'post', 'above', ':', ')', '-peace', ':', ')']"
"01,August,2004","


       
      i sat in a star bucks parking lot allowing the love of my life to enter my heart only for exactly one year later it to be empty and cold... yet as empty and cold as it is... it still beats... and still holds an empty spot that needs to be filled...to say i will not love again... is kind of like saying i'll never smile again... then one day someone just comes by... and takes you by suprise.  i got so many things accomplished today i was quite impressed with myself.  i ended the day at mikes house, where we spent a few hours over there just bullshitting - then we went over our boy nicks house had a beer or two ... played some darts... i went to arbys because i was fucking hungry.  i'm home and its 11:20 - i've got an early day tomorrow - one that i'm not looking to forward too, but i am that pay check.  christ i like making my own money and it being all mine what a fucking difference in life style... i'm learning how to be selfish all over again... possibly by the end of the week i just might be a selfish person who knows? heh nah i'm just kidding... there is nothing i could buy myself that would give me more happiness then it does when i buy for....or use to buy for... ahhh shit it doesnt matter.   so far this is my week thats been planned:  ~ wends - jd's ~ fri - big secret party that i know nothing about but i'm really excited for it... ? ~ sat - recover from the party....  sounds fun eh?  okay i'm off to bed to catch some shut eye so that i'm able to function tomorrow....  -goodnight 
     

    
","[""\n\n\n       \n      i sat in a star bucks parking lot allowing the love of my life to enter my heart only for exactly one year later it to be empty and cold... yet as empty and cold as it is... it still beats... and still holds an empty spot that needs to be filled...to say i will not love again... is kind of like saying i'll never smile again... then one day someone just comes by... and takes you by suprise."", 'i got so many things accomplished today i was quite impressed with myself.', 'i ended the day at mikes house, where we spent a few hours over there just bullshitting - then we went over our boy nicks house had a beer or two ... played some darts... i went to arbys because i was fucking hungry.', ""i'm home and its 11:20 - i've got an early day tomorrow - one that i'm not looking to forward too, but i am that pay check."", ""christ i like making my own money and it being all mine what a fucking difference in life style... i'm learning how to be selfish all over again... possibly by the end of the week i just might be a selfish person who knows?"", ""heh nah i'm just kidding... there is nothing i could buy myself that would give me more happiness then it does when i buy for....or use to buy for... ahhh shit it doesnt matter."", ""so far this is my week thats been planned:  ~ wends - jd's ~ fri - big secret party that i know nothing about but i'm really excited for it... ?"", '~ sat - recover from the party....  sounds fun eh?', ""okay i'm off to bed to catch some shut eye so that i'm able to function tomorrow....  -goodnight""]","['okay', 'i', ""'m"", 'off', 'to', 'bed', 'to', 'catch', 'some', 'shut', 'eye', 'so', 'that', 'i', ""'m"", 'able', 'to', 'function', 'tomorrow', '...', '.', '-goodnight']"
"01,August,2004","


       
      second post of the day.... but i just found two cool things i felt the need to share.  as i was sitting bored looking for something to do / or something to read i came across a website that a girl made devoted to her boyfriend.  it sort of reminded me of the old envyme.org - yet this had a rich taste about it.  somewhere on the site i found a simple writing she had wrote about him, and it choked the shit out of me.  so i'm sharing it.    my love. my one true love. i wake up for this everyday. i breathe for this. i'm happy because of him. the smell of his hair. his family. his cats. his sense of humor. his eyes. his sweet attitude. his hands. his ""uh- huh""s and free back rubs. everything about him. i love it all. he completes me & theres nowhere else i'd rather be then in his arms, with the title ""girlfriend"". i'm glad were not arguing.  i'm glad were happy.  i'm glad we have eachother to talk to.  i'm just happy. & it makes me happy to make him happy.    now if you notice there was not a lot of creativity put into this, there was not a lot of fancy words, or an effort to rhyme, this was... i'm going to sit down... and just write how i feel.  amazing.    the second thing   i want to share - i've heard plenty of times but one of my readers sent it to me, and after the past few weeks - for the first time in my life... i can honestly say... it fits...     don't cry because its over, smile because it happened....    this only fits because i have no regrets with sal, in fact i'm happy it happened.  i learned a lot about life, relationships, myself, fuck what didn't i learn?  because of my relationship with sally my next relationship is bound to be  fucking amazing  - because of what i learned in this one. 
     

    
","['\n\n\n       \n      second post of the day.... but i just found two cool things i felt the need to share.', 'as i was sitting bored looking for something to do / or something to read i came across a website that a girl made devoted to her boyfriend.', 'it sort of reminded me of the old envyme.org - yet this had a rich taste about it.', 'somewhere on the site i found a simple writing she had wrote about him, and it choked the shit out of me.', ""so i'm sharing it."", 'my love.', 'my one true love.', 'i wake up for this everyday.', 'i breathe for this.', ""i'm happy because of him."", 'the smell of his hair.', 'his family.', 'his cats.', 'his sense of humor.', 'his eyes.', 'his sweet attitude.', 'his hands.', 'his ""uh- huh""s and free back rubs.', 'everything about him.', 'i love it all.', 'he completes me & theres nowhere else i\'d rather be then in his arms, with the title ""girlfriend"".', ""i'm glad were not arguing."", ""i'm glad were happy."", ""i'm glad we have eachother to talk to."", ""i'm just happy."", '& it makes me happy to make him happy.', ""now if you notice there was not a lot of creativity put into this, there was not a lot of fancy words, or an effort to rhyme, this was... i'm going to sit down... and just write how i feel."", 'amazing.', ""the second thing   i want to share - i've heard plenty of times but one of my readers sent it to me, and after the past few weeks - for the first time in my life... i can honestly say... it fits...     don't cry because its over, smile because it happened....    this only fits because i have no regrets with sal, in fact i'm happy it happened."", ""i learned a lot about life, relationships, myself, fuck what didn't i learn?"", 'because of my relationship with sally my next relationship is bound to be  fucking amazing  - because of what i learned in this one.']","['because', 'of', 'my', 'relationship', 'with', 'sally', 'my', 'next', 'relationship', 'is', 'bound', 'to', 'be', 'fucking', 'amazing', '-', 'because', 'of', 'what', 'i', 'learned', 'in', 'this', 'one', '.']"
"01,August,2004","


       
      so after much partying this weekend - i think i got it all out of my system.  this weekend was probably the best weekend i've had since all the drama - only because i didn't really think about it other than recieving a bunch of mail with her name on it - so it just... was an overall smooth weekend.    today is sunday, fathers day.  i'm not going to go over to my parents and celebrate fathers day today though ... i think i'm going to celebrate... ""sonday"" because in reality thats all today really is right?  haha.  anywho so i can't say i'm really 'enjoying' the single life - i miss every bit of my old life... but for the circumstances that i'm faced with i guess i'm making the best of it.  it sucks that sally and i can't even have a simple talk about anything - and neither one of us really know anything about what each other is up to do or doing... so i mean its hard.    i talked to a few girls this weekend which i suppose is progress, but i talked about all the drama which i'm sure was not too impressive... i'm still standing strong on the whole being single thing until june next year.. who knows how that will end up - but fuck at least i got a goal?  i still sit and hope sometimes that when my phone rings its her... and we're going to be able to have a civil conversation and do some catching up.. but those hopes fade away quickly when i see the reality of who is calling.  i wont deny it.  i miss her.    ahhh here is some cool shit - i went to jd's piano bar the other day and they called me up on stage as i was up there having a song sung to me... this girl was right at the stage sitting behind the bar that seperates the stage from the chairs... she was standing up... little cute mexican girl... so i picked her up.. over the bar.. and brought her on stage with me... 10 minutes later... she was gone :(  i thought that was kind of funny.  *sigh* so tonight i'm staying home... gonna do some cleaning up... tomorrow ... work :(.... and then gym... then.. we're having a small get together at our place for like a ... house warming gig... so.. i'm out like a gangstah in the night....  - dont hate  secret note:  hazards 3 times / all the way down the road.
     

    
","['\n\n\n       \n      so after much partying this weekend - i think i got it all out of my system.', ""this weekend was probably the best weekend i've had since all the drama - only because i didn't really think about it other than recieving a bunch of mail with her name on it - so it just... was an overall smooth weekend."", 'today is sunday, fathers day.', 'i\'m not going to go over to my parents and celebrate fathers day today though ... i think i\'m going to celebrate... ""sonday"" because in reality thats all today really is right?', 'haha.', ""anywho so i can't say i'm really 'enjoying' the single life - i miss every bit of my old life... but for the circumstances that i'm faced with i guess i'm making the best of it."", ""it sucks that sally and i can't even have a simple talk about anything - and neither one of us really know anything about what each other is up to do or doing... so i mean its hard."", ""i talked to a few girls this weekend which i suppose is progress, but i talked about all the drama which i'm sure was not too impressive... i'm still standing strong on the whole being single thing until june next year.. who knows how that will end up - but fuck at least i got a goal?"", ""i still sit and hope sometimes that when my phone rings its her... and we're going to be able to have a civil conversation and do some catching up.. but those hopes fade away quickly when i see the reality of who is calling."", 'i wont deny it.', 'i miss her.', ""ahhh here is some cool shit - i went to jd's piano bar the other day and they called me up on stage as i was up there having a song sung to me... this girl was right at the stage sitting behind the bar that seperates the stage from the chairs... she was standing up... little cute mexican girl... so i picked her up.. over the bar.. and brought her on stage with me... 10 minutes later... she was gone :(  i thought that was kind of funny."", ""*sigh* so tonight i'm staying home... gonna do some cleaning up... tomorrow ... work :(.... and then gym... then.. we're having a small get together at our place for like a ... house warming gig... so.. i'm out like a gangstah in the night....  - dont hate  secret note:  hazards 3 times / all the way down the road.""]","['*sigh*', 'so', 'tonight', 'i', ""'m"", 'staying', 'home', '...', 'gon', 'na', 'do', 'some', 'cleaning', 'up', '...', 'tomorrow', '...', 'work', ':', '(', '...', '.', 'and', 'then', 'gym', '...', 'then..', 'we', ""'re"", 'having', 'a', 'small', 'get', 'together', 'at', 'our', 'place', 'for', 'like', 'a', '...', 'house', 'warming', 'gig', '...', 'so..', 'i', ""'m"", 'out', 'like', 'a', 'gangstah', 'in', 'the', 'night', '...', '.', '-', 'dont', 'hate', 'secret', 'note', ':', 'hazards', '3', 'times', '/', 'all', 'the', 'way', 'down', 'the', 'road', '.']"
"01,August,2004","


       
      having a good weekend so far.. last night was in downtown pontiac for a festival...tonight and tomorrow night are ....   classified information  . sorry :(  okay,  will post more when i get back home sunday!!  -peace
     

    
","['\n\n\n       \n      having a good weekend so far.. last night was in downtown pontiac for a festival...tonight and tomorrow night are ....   classified information  .', 'sorry :(  okay,  will post more when i get back home sunday!!', '-peace']",['-peace']
