dates,posts,sentence_tokenize
"24,May,2004","

	 
       urllink outloud productions inspirational speech drama and voice training for children schools adults and businesses london south east and essex uk gb 
    
",['\n\n\t \n       urllink outloud productions inspirational speech drama and voice training for children schools adults and businesses london south east and essex uk gb']
"24,May,2004","

	 
       urllink leigh on sea art trail 2004 
    
",['\n\n\t \n       urllink leigh on sea art trail 2004']
"24,May,2004","

	 
       urllink instructions for ripping and burning using winamp5 pro 
    
",['\n\n\t \n       urllink instructions for ripping and burning using winamp5 pro']
"24,May,2004","

	 
       urllink orkut 
    
",['\n\n\t \n       urllink orkut']
"24,May,2004","

	 
       urllink is your website legal? find out more about w3c acessibility standards 
    
","['\n\n\t \n       urllink is your website legal?', 'find out more about w3c acessibility standards']"
"24,May,2004","

	 
       urllink low cost domain names 
    
",['\n\n\t \n       urllink low cost domain names']
"24,May,2004","

	 
       urllink techworld.com - want to know how gmail works - and whether it will work? 
    
",['\n\n\t \n       urllink techworld.com - want to know how gmail works - and whether it will work?']
"24,May,2004","

	 
       urllink bbc news | science/nature | beagle mission 'poorly managed' 
    
","[""\n\n\t \n       urllink bbc news | science/nature | beagle mission 'poorly managed'""]"
"24,May,2004","

	 
       
    
",[]
"24,May,2004","

	 
       urllink new accessible cps website - sitepoint forums  this is a press release announcing the new cps website designed and built by ecru
    
",['\n\n\t \n       urllink new accessible cps website - sitepoint forums  this is a press release announcing the new cps website designed and built by ecru']
"24,May,2004","

	 
       urllink physiotherapy and acupuncture :: van't hof physiotherapists clinic :: southend 
    
","[""\n\n\t \n       urllink physiotherapy and acupuncture :: van't hof physiotherapists clinic :: southend""]"
"24,May,2004","

	 
       urllink ecru web design agency accessibility experts london essex & uk 
    
",['\n\n\t \n       urllink ecru web design agency accessibility experts london essex & uk']
"24,May,2004","

	 
       urllink revs ____ï¿½____ accessible web design agency for clients in london : uk accessibility experts 
    
",['\n\n\t \n       urllink revs ____ï¿½____ accessible web design agency for clients in london : uk accessibility experts']
"24,May,2004","

	 
       urllink detagged.co.uk forums :: index  - hey, i'm senior moderator here so it's a pretty cool forum.
    
","[""\n\n\t \n       urllink detagged.co.uk forums :: index  - hey, i'm senior moderator here so it's a pretty cool forum.""]"
"24,May,2004","

	 
       urllink sitepoint forums: resources, design, html, css, php, asp, mysql and more for your web site. 
    
","['\n\n\t \n       urllink sitepoint forums: resources, design, html, css, php, asp, mysql and more for your web site.']"
"24,May,2004","

	 
      hellu - this is a message.
    
",['\n\n\t \n      hellu - this is a message.']
"30,June,2004","

	 
      popup blocking stop annoying popup ads in their tracks with firefox's built in popup blocker.  tabbed browsing view more than one web page in a single window with this time saving feature. open links in the background so that they're ready for viewing when you're ready to read them.  smarter search google search is built right into the toolbar, and there are a plethora of other search tools including keywords (type ""dict  "" in the location bar), and fastfind (start typing the first few letters of some text in the page and firefox takes you there).  privacy and security built with your security in mind, firefox keeps your computer safe from malicious spyware by not loading harmful activex controls. a comprehensive set of privacy tools keep your online activity your business.   hassle-free downloading files you download are automatically saved to your desktop so they're easy to find. fewer prompts mean files download quicker.  fits like a glove simple and intuitive, yet fully featured, firefox has all the functions you're used to - bookmarks, history, full screen, text zooming to make pages with small text easier to read, etc.  s m l xl xxl xxxl firefox is the most customizable browser on the planet. customize your toolbars to add additional buttons, install new extensions that add new features, add new themes to browse with style, and use the adaptive search system to allow you to search an infinite number of engines. firefox is as big or small as you want.  setup's a snap at only 4.7mb (windows), firefox only takes minutes to download over a fast connection. the installer gets you set up quickly, and the new easy transition system imports all of your settings - favorites, passwords and other data from internet explorer and other browsers - so you can start surfing right away.  a developer's best friend firefox comes with a standard set of developer tools including a powerful javascript and css error/warning console, and an optional document inspector that gives unheard of insight into how your pages work.   urllink firefox - the browser, reloaded 
    
","[""\n\n\t \n      popup blocking stop annoying popup ads in their tracks with firefox's built in popup blocker."", 'tabbed browsing view more than one web page in a single window with this time saving feature.', ""open links in the background so that they're ready for viewing when you're ready to read them."", 'smarter search google search is built right into the toolbar, and there are a plethora of other search tools including keywords (type ""dict  "" in the location bar), and fastfind (start typing the first few letters of some text in the page and firefox takes you there).', 'privacy and security built with your security in mind, firefox keeps your computer safe from malicious spyware by not loading harmful activex controls.', 'a comprehensive set of privacy tools keep your online activity your business.', ""hassle-free downloading files you download are automatically saved to your desktop so they're easy to find."", 'fewer prompts mean files download quicker.', ""fits like a glove simple and intuitive, yet fully featured, firefox has all the functions you're used to - bookmarks, history, full screen, text zooming to make pages with small text easier to read, etc."", 's m l xl xxl xxxl firefox is the most customizable browser on the planet.', 'customize your toolbars to add additional buttons, install new extensions that add new features, add new themes to browse with style, and use the adaptive search system to allow you to search an infinite number of engines.', 'firefox is as big or small as you want.', ""setup's a snap at only 4.7mb (windows), firefox only takes minutes to download over a fast connection."", 'the installer gets you set up quickly, and the new easy transition system imports all of your settings - favorites, passwords and other data from internet explorer and other browsers - so you can start surfing right away.', ""a developer's best friend firefox comes with a standard set of developer tools including a powerful javascript and css error/warning console, and an optional document inspector that gives unheard of insight into how your pages work."", 'urllink firefox - the browser, reloaded']"
"23,June,2004","

	 
       urllink the bbc, the lost tape and the 6-foot fridge | the register 
    
","['\n\n\t \n       urllink the bbc, the lost tape and the 6-foot fridge | the register']"
"23,June,2004","

	 
       urllink affordances and design ( jnd.org ) : ""the word 'affordance' was originally invented by the perceptual psychologist j. j. gibson (1977, 1979) to refer to the actionable properties between the world and an actor (a person or animal). to gibson, affordances are a relationship. they are a part of nature: they do not have to be visible, known, or desirable. some affordances are yet to be discovered. some are dangerous. i suspect that none of us know all the affordances of even everyday objects.""
    
","['\n\n\t \n       urllink affordances and design ( jnd.org ) : ""the word \'affordance\' was originally invented by the perceptual psychologist j. j. gibson (1977, 1979) to refer to the actionable properties between the world and an actor (a person or animal).', 'to gibson, affordances are a relationship.', 'they are a part of nature: they do not have to be visible, known, or desirable.', 'some affordances are yet to be discovered.', 'some are dangerous.', 'i suspect that none of us know all the affordances of even everyday objects.""']"
"23,June,2004","

	 
      nearly 80 percent of uk central government web sites need to be redesigned before they can be fully accessible to users with disabilities, a report has found.     did you know you can get the e-government digest sent direct to your inbox every week? just email us to get your free copy.   a uk publication called egov monitor weekly has reported that around 800 public sector web sites may need rebuilding to comply with accessibility laws requiring government services to cater for people with disabilities.   the claim is based on details leaked from an internal report carried out by the office of the e-envoy (oee), the cabinet office unit responsible among other things for improving the accessibility and usability of uk government web sites.   the oee report draws upon the findings by the national audit office investigation, which examined the accessibility of 65 central government web sites and concluded that nearly all were potentially excluding users.   egov monitor estimates that to fix the problems, government departments may need to spend at least 10 percent to 15 percent of their total annual budget for web sites. editor ian cuddy told electricnews.net that it was difficult to put a precise figure on the total cost of the redesigns required because the oee has refused to release further details of the audit, but it is expected to run into millions.   the oee has now warned the web design industry that future government contracts will demand that companies deliver web sites that conform to international web accessibility standards. current responsibility for adopting these standards rests with individual government webmasters, not designers, and compliance is not centrally monitored.    urllink electricnews.net:news:uk must redesign e-gov sites: report 
    
","['\n\n\t \n      nearly 80 percent of uk central government web sites need to be redesigned before they can be fully accessible to users with disabilities, a report has found.', 'did you know you can get the e-government digest sent direct to your inbox every week?', 'just email us to get your free copy.', 'a uk publication called egov monitor weekly has reported that around 800 public sector web sites may need rebuilding to comply with accessibility laws requiring government services to cater for people with disabilities.', 'the claim is based on details leaked from an internal report carried out by the office of the e-envoy (oee), the cabinet office unit responsible among other things for improving the accessibility and usability of uk government web sites.', 'the oee report draws upon the findings by the national audit office investigation, which examined the accessibility of 65 central government web sites and concluded that nearly all were potentially excluding users.', 'egov monitor estimates that to fix the problems, government departments may need to spend at least 10 percent to 15 percent of their total annual budget for web sites.', 'editor ian cuddy told electricnews.net that it was difficult to put a precise figure on the total cost of the redesigns required because the oee has refused to release further details of the audit, but it is expected to run into millions.', 'the oee has now warned the web design industry that future government contracts will demand that companies deliver web sites that conform to international web accessibility standards.', 'current responsibility for adopting these standards rests with individual government webmasters, not designers, and compliance is not centrally monitored.', 'urllink electricnews.net:news:uk must redesign e-gov sites: report']"
"23,June,2004","

	 
       urllink webmasterbrain | upcoming pagerank value checking tool 
    
",['\n\n\t \n       urllink webmasterbrain | upcoming pagerank value checking tool']
