dates,posts,sentence_tokenize
"07,June,2000","


     

      a giant development in the world of cybernetics has occured.  the  urllink first true cyborg  has been created.  based on a  urllink wheeled robot design  (looks like a robobiscuit), but controlled by a few neurons from an eel, the cyborg can follow or flee light and move in a circle.  this does not seem like much, but the implications are astounding.

     

    
","['\n\n\n     \n\n      a giant development in the world of cybernetics has occured.', 'the  urllink first true cyborg  has been created.', 'based on a  urllink wheeled robot design  (looks like a robobiscuit), but controlled by a few neurons from an eel, the cyborg can follow or flee light and move in a circle.', 'this does not seem like much, but the implications are astounding.']"
"07,June,2000","


     

      the word of the day is  conduit .   why?  it sounds cool.

conduit: con·duit (n.)  a means by which something is transmitted



the word of the day is used in the song get off by bad religion:



lascivious, it's all that i can think of as i drag my feet, 

searching like a diogenes,

dangerous, the adjectives of the decade 

and of your alluring intricacies,

i can see your green-screen mentality 

and i can feel the sting of it's consequence,

and i know i shouldn't 

but it's too much to ignore, an emotion i deplore,

every time i look at you,

i just want do it,

i can clench my fist right through it

but i just want to get off



rectilinear, this direction we've been heading

never realizing we are on a runaway machine,

angular, the momentum that does turn us one

step further on our ladder,

one more turn toward the east,

i realize your green-screen mentality

and i know it is shared by many more,

i know it's quite impossible 

but i am damned to find a way to revolve the other way,

every time i scrutinize i just say ""screw it"",

we're on a ride down a blind  conduit  

and i just want to get off

     

    
","['\n\n\n     \n\n      the word of the day is  conduit .', 'why?', 'it sounds cool.', 'conduit: con·duit (n.)  a means by which something is transmitted\n\n\n\nthe word of the day is used in the song get off by bad religion:\n\n\n\nlascivious, it\'s all that i can think of as i drag my feet, \n\nsearching like a diogenes,\n\ndangerous, the adjectives of the decade \n\nand of your alluring intricacies,\n\ni can see your green-screen mentality \n\nand i can feel the sting of it\'s consequence,\n\nand i know i shouldn\'t \n\nbut it\'s too much to ignore, an emotion i deplore,\n\nevery time i look at you,\n\ni just want do it,\n\ni can clench my fist right through it\n\nbut i just want to get off\n\n\n\nrectilinear, this direction we\'ve been heading\n\nnever realizing we are on a runaway machine,\n\nangular, the momentum that does turn us one\n\nstep further on our ladder,\n\none more turn toward the east,\n\ni realize your green-screen mentality\n\nand i know it is shared by many more,\n\ni know it\'s quite impossible \n\nbut i am damned to find a way to revolve the other way,\n\nevery time i scrutinize i just say ""screw it"",\n\nwe\'re on a ride down a blind  conduit  \n\nand i just want to get off']"
"07,June,2000","


     

      though extremely technical, which we know i love, this article about  urllink neural network packet routers  shows a strain of logic that is admirable.

     

    
","['\n\n\n     \n\n      though extremely technical, which we know i love, this article about  urllink neural network packet routers  shows a strain of logic that is admirable.']"
"16,June,2000","


     

      thanks to support from  urllink val , a word of the day will become more and more common here.  today i have stolen the word from  urllink dictionary.com :

ruminate \roo-muh-nayt\, intransitive verb:

1. to chew the cud; to chew again what has been slightly chewed and swallowed.

2. to think again and again; to muse; to meditate; to ponder; to reflect. 



i definitely like the second definition better.



     

    
","['\n\n\n     \n\n      thanks to support from  urllink val , a word of the day will become more and more common here.', 'today i have stolen the word from  urllink dictionary.com :\n\nruminate \\roo-muh-nayt\\, intransitive verb:\n\n1. to chew the cud; to chew again what has been slightly chewed and swallowed.', '2. to think again and again; to muse; to meditate; to ponder; to reflect.', 'i definitely like the second definition better.']"
"13,June,2000","


     

       

     

    
",[]
"11,June,2000","


     

      ever get that feeling of apathy after a new change?  like when you first move to a new home, you do not want to move for quite some time.  i finally redesigned this damn page, and i will be damned if i feel like updating it for a week.

     

    
","['\n\n\n     \n\n      ever get that feeling of apathy after a new change?', 'like when you first move to a new home, you do not want to move for quite some time.', 'i finally redesigned this damn page, and i will be damned if i feel like updating it for a week.']"
"23,June,2000","


     

      the amd duron processor (see  urllink here ) got a  urllink great writeup  at  urllink ars technica .  i just wish i had enough money to keep up with computer technology.  i just finished building my latest computer 3 months ago and i am more than ready to upgrade.  everything i have is at least one step away from top of the line. 

     

    
","['\n\n\n     \n\n      the amd duron processor (see  urllink here ) got a  urllink great writeup  at  urllink ars technica .', 'i just wish i had enough money to keep up with computer technology.', 'i just finished building my latest computer 3 months ago and i am more than ready to upgrade.', 'everything i have is at least one step away from top of the line.']"
"22,June,2000","


     

      i have been drinking tea for many many years now.   during the previous school year, that was about  all  that i drank (1 pot per day).  it seem that the  urllink health benefits  are much greater than anyone expected.  if only i could get the coffee machine to produce hot enough water here at work...   i would be a much healthier man.

     

    
","['\n\n\n     \n\n      i have been drinking tea for many many years now.', 'during the previous school year, that was about  all  that i drank (1 pot per day).', 'it seem that the  urllink health benefits  are much greater than anyone expected.', 'if only i could get the coffee machine to produce hot enough water here at work...   i would be a much healthier man.']"
"22,June,2000","


     

      holy stupidity!   i really should learn html...   i was completely astounded to find out that you can define table cell widths by  percentage !  once netscape 6 gets officially released, i think i will get back into web design.  being a sysadmin is fun and all, but coding has its merits.  learning java and c++ next semester will only amplify these feelings.

     

    
","['\n\n\n     \n\n      holy stupidity!', 'i really should learn html...   i was completely astounded to find out that you can define table cell widths by  percentage !', 'once netscape 6 gets officially released, i think i will get back into web design.', 'being a sysadmin is fun and all, but coding has its merits.', 'learning java and c++ next semester will only amplify these feelings.']"
"21,June,2000","


     

      do you have an extra $3,500 you want to get rid of, and you also want to build the best gaming machine around?  check out the newest  urllink high-end gaming pc  over at  urllink sharky .

     

    
","['\n\n\n     \n\n      do you have an extra $3,500 you want to get rid of, and you also want to build the best gaming machine around?', 'check out the newest  urllink high-end gaming pc  over at  urllink sharky .']"
"20,June,2000","


     

      it seems that a new system bus is being developed by ibm to replace pci:   urllink infiniband .  i loath names like that..  give me acronyms (peripheral component interface).

     

    
","['\n\n\n     \n\n      it seems that a new system bus is being developed by ibm to replace pci:   urllink infiniband .', 'i loath names like that..  give me acronyms (peripheral component interface).']"
"20,June,2000","


     

       urllink pimpwar  is finally back to fully functional.

     

    
",['\n\n\n     \n\n       urllink pimpwar  is finally back to fully functional.']
"20,June,2000","


     

      the headline says it all:   urllink aol's steve case shafted in penis hoax .

     

    
","[""\n\n\n     \n\n      the headline says it all:   urllink aol's steve case shafted in penis hoax .""]"
"20,June,2000","


     

      windows me (see  urllink here  and  urllink here )  urllink might not be the last win9x os .  tiger is the new code name, but it could become vaporware much like cairo... but  urllink the register  also reports that  urllink cairo is being revived , but as a desktop explorer replacement.   think  urllink litestep , but with the same background code as the normal desktop.

     

    
","['\n\n\n     \n\n      windows me (see  urllink here  and  urllink here )  urllink might not be the last win9x os .', 'tiger is the new code name, but it could become vaporware much like cairo... but  urllink the register  also reports that  urllink cairo is being revived , but as a desktop explorer replacement.', 'think  urllink litestep , but with the same background code as the normal desktop.']"
"20,June,2000","


     

      before i get into the daily dump of tech news, i will start with some science:   urllink cnn  reports that princeton scientists have found a gene that controls intelligence and have  urllink genetically created intelligent mice .  of course, no one can speculate what effect genetic manipulation will have on the similar human gene.

     

    
","['\n\n\n     \n\n      before i get into the daily dump of tech news, i will start with some science:   urllink cnn  reports that princeton scientists have found a gene that controls intelligence and have  urllink genetically created intelligent mice .', 'of course, no one can speculate what effect genetic manipulation will have on the similar human gene.']"
"20,June,2000","


     

      why is it that i always forget about  urllink the register ?  it has to be one of the greatest tech news sites out there.  just so i  don't  forget again, i have added a link on the right.

     

    
","['\n\n\n     \n\n      why is it that i always forget about  urllink the register ?', 'it has to be one of the greatest tech news sites out there.', ""just so i  don't  forget again, i have added a link on the right.""]"
"20,June,2000","


     

      word of the day: 

revenant: / r v  -n nt/ 

 n.  one that returns after a lengthy absence.

 one who returns after death.

     

    
","['\n\n\n     \n\n      word of the day: \n\nrevenant: / r v  -n nt/ \n\n n.  one that returns after a lengthy absence.', 'one who returns after death.']"
"19,June,2000","


     

      go to  urllink ask jeeves  and ask either of these questions:  "" urllink is jeeves well-endowed? "" or "" urllink is jeeves gay? "".    click on your question to ask it, and you will get a  urllink humorous error .

     

    
","['\n\n\n     \n\n      go to  urllink ask jeeves  and ask either of these questions:  "" urllink is jeeves well-endowed? ""', 'or "" urllink is jeeves gay?', '"".', 'click on your question to ask it, and you will get a  urllink humorous error .']"
"19,June,2000","


     

      an intellectual look at the  urllink future advancement of mankind .

     

    
",['\n\n\n     \n\n      an intellectual look at the  urllink future advancement of mankind .']
"19,June,2000","


     

       urllink windows millenium edition has been released to manufacturing .

     

    
",['\n\n\n     \n\n       urllink windows millenium edition has been released to manufacturing .']
"19,June,2000","


     

       soy un perdedor.   once again, tech news flutters through the air.  the new  urllink i815e  chipset from  urllink chipzilla  is a definite improvement over the i810 and i820 chipsets, or so says a  urllink review from sharky extreme .  the 820 is obviously plagued by the high cost of rdram.  after significant price cuts, 128meg of rdram still costs  $350 !  the 810 was plagued by the onboard video, which was not upgradeable.  the 815 uses sdram yet also has an agp slot for video upgradability.  the 815 also has a great affinity for onboard hardware, such as a network adapter, modem, or sound card.  brand new systems can be purchased for cheap when built with this chipset.

     

    
","['\n\n\n     \n\n       soy un perdedor.', 'once again, tech news flutters through the air.', 'the new  urllink i815e  chipset from  urllink chipzilla  is a definite improvement over the i810 and i820 chipsets, or so says a  urllink review from sharky extreme .', 'the 820 is obviously plagued by the high cost of rdram.', 'after significant price cuts, 128meg of rdram still costs  $350 !', 'the 810 was plagued by the onboard video, which was not upgradeable.', 'the 815 uses sdram yet also has an agp slot for video upgradability.', 'the 815 also has a great affinity for onboard hardware, such as a network adapter, modem, or sound card.', 'brand new systems can be purchased for cheap when built with this chipset.']"
"19,June,2000","


     

       urllink amd  has released the  urllink duron processor , the newest value-line cpu aimed at the  urllink celeron  market.  the sharky extreme  urllink review  is quite in depth, even more so than the one from  urllink anandtech .

     

    
","['\n\n\n     \n\n       urllink amd  has released the  urllink duron processor , the newest value-line cpu aimed at the  urllink celeron  market.', 'the sharky extreme  urllink review  is quite in depth, even more so than the one from  urllink anandtech .']"
"18,June,2000","


     

      i have just found one of the best sources of information for linux:  urllink trinity os .

     

    
",['\n\n\n     \n\n      i have just found one of the best sources of information for linux:  urllink trinity os .']
"18,June,2000","


     

      if you don't know linux, there are  urllink many  great  urllink places  on the  urllink web  to get info.  up to this point, all of the information i have come across has been helpful.  today, i read  urllink this article  about proxy servers, yet it is the most worthless article for anyone.  beginners would be confused because the author does not explain how things are done, he simply gives a list of commands and what this setup  won't  do.  more advanced users would be better off reading the  urllink how-to  the author had linked.  make linux easier for people to learn!  we must increase the strength of our attack!

     

    
","[""\n\n\n     \n\n      if you don't know linux, there are  urllink many  great  urllink places  on the  urllink web  to get info."", 'up to this point, all of the information i have come across has been helpful.', 'today, i read  urllink this article  about proxy servers, yet it is the most worthless article for anyone.', ""beginners would be confused because the author does not explain how things are done, he simply gives a list of commands and what this setup  won't  do."", 'more advanced users would be better off reading the  urllink how-to  the author had linked.', 'make linux easier for people to learn!', 'we must increase the strength of our attack!']"
"18,June,2000","


     

      again, thanks to  urllink val :   urllink a list of horrible tranlsations .

     

    
","['\n\n\n     \n\n      again, thanks to  urllink val :   urllink a list of horrible tranlsations .']"
"01,July,2000","


     

      one last thing before i go:   scientists have found a way to use  urllink a chip to replace a damaged retina .

     

    
",['\n\n\n     \n\n      one last thing before i go:   scientists have found a way to use  urllink a chip to replace a damaged retina .']
"29,June,2000","


     

      though the human genome project is technically 'complete',  urllink this article  explains the reasons why it means nothing.      urllink this article  explores some of the possibilites for the knowledge we have attained.

     

    
","[""\n\n\n     \n\n      though the human genome project is technically 'complete',  urllink this article  explains the reasons why it means nothing."", 'urllink this article  explores some of the possibilites for the knowledge we have attained.']"
"26,June,2000","


     

      these new  urllink arthritis medicines  are simply pain killers.  i was hoping that they were actually useful at restructuring joints, something i will need soon. 



     

    
","['\n\n\n     \n\n      these new  urllink arthritis medicines  are simply pain killers.', 'i was hoping that they were actually useful at restructuring joints, something i will need soon.']"
"26,June,2000","


     

      i could find  urllink artifical wiring  useful in my ideas...



     

    
",['\n\n\n     \n\n      i could find  urllink artifical wiring  useful in my ideas...']
"26,June,2000","


     

      having rarely watched daria, i surprised myself by recognizing the quote off  urllink re-run .

     

    
","['\n\n\n     \n\n      having rarely watched daria, i surprised myself by recognizing the quote off  urllink re-run .']"
"26,June,2000","


     

      ""mark your calendar or palm v. you can expect to die on:

july 21, 2055 at the age of 74 years old.""

     

    
","['\n\n\n     \n\n      ""mark your calendar or palm v. you can expect to die on:\n\njuly 21, 2055 at the age of 74 years old.""']"
"08,July,2000","


     

      whistler is the first planned update to windows 2000, much like windows 98 was to windows 95.  tweak town has a  urllink preview , and not much has changed yet.

     

    
","['\n\n\n     \n\n      whistler is the first planned update to windows 2000, much like windows 98 was to windows 95.  tweak town has a  urllink preview , and not much has changed yet.']"
"07,July,2000","


     

      the  urllink future of computers  is prophesied by david gelernter.

     

    
",['\n\n\n     \n\n      the  urllink future of computers  is prophesied by david gelernter.']
"07,July,2000","


     

       urllink buddhism . 

     

    
",['\n\n\n     \n\n       urllink buddhism .']
"07,July,2000","


     

      why is it that i never knew that  urllink 

the head of the human genome project is a professor at the university of michigan ?  i have followed the hgp for quite some time now, and never knew that francis collins (the head of the national institute of health portion of the hgp) also is a professor in the human genetics and internal medicine departments here.

     

    
","['\n\n\n     \n\n      why is it that i never knew that  urllink \n\nthe head of the human genome project is a professor at the university of michigan ?', 'i have followed the hgp for quite some time now, and never knew that francis collins (the head of the national institute of health portion of the hgp) also is a professor in the human genetics and internal medicine departments here.']"
"06,July,2000","


     

      the people over at  urllink junkextreme   love  urllink windows millennium edition .  

     

    
",['\n\n\n     \n\n      the people over at  urllink junkextreme   love  urllink windows millennium edition .']
"06,July,2000","


     

      necessary mechanical product for this year:  urllink speed boots .

necessary computer information for this minute:  urllink bandwidth speed test .

     

    
","['\n\n\n     \n\n      necessary mechanical product for this year:  urllink speed boots .', 'necessary computer information for this minute:  urllink bandwidth speed test .']"
"05,July,2000","


     

      word of the day:

fat·u·ous

 adj.  

vacuously, smugly, and unconsciously foolish.

delusive; unreal:  fatuous hopes .

     

    
","['\n\n\n     \n\n      word of the day:\n\nfat·u·ous\n\n adj.', 'vacuously, smugly, and unconsciously foolish.', 'delusive; unreal:  fatuous hopes .']"
"05,July,2000","


     

      the  urllink fda is considering making the pill available otc .  the cost would definitely plummet from the average current price of $30/month.

     

    
","['\n\n\n     \n\n      the  urllink fda is considering making the pill available otc .', 'the cost would definitely plummet from the average current price of $30/month.']"
"14,July,2000","


     

      when people think of the future, they think of revolutionary advancements.  the problem is that these advancements are happening, little by little.  case in point, a  urllink robot performed gall bladder removal surgery . 

     

    
","['\n\n\n     \n\n      when people think of the future, they think of revolutionary advancements.', 'the problem is that these advancements are happening, little by little.', 'case in point, a  urllink robot performed gall bladder removal surgery .']"
"11,July,2000","


     

      more beautiful  urllink koans .



     

    
",['\n\n\n     \n\n      more beautiful  urllink koans .']
"10,July,2000","


     

       urllink zen koans .



     

    
",['\n\n\n     \n\n       urllink zen koans .']
"10,July,2000","


     

       urllink geek-o-meter 3.14.2 

quiz results  

your score is: 47

your geek level is...  

alpha geek 

congratulations, you are a geek for all geeks. do you find that great things happen when you're around? that's because you're an alpha geek. with your near limitless knowledge your teams go further and do better things than anyone around. we wish we could clone you and make this world a better place.

     

    
","['\n\n\n     \n\n       urllink geek-o-meter 3.14.2 \n\nquiz results  \n\nyour score is: 47\n\nyour geek level is...  \n\nalpha geek \n\ncongratulations, you are a geek for all geeks.', ""do you find that great things happen when you're around?"", ""that's because you're an alpha geek."", 'with your near limitless knowledge your teams go further and do better things than anyone around.', 'we wish we could clone you and make this world a better place.']"
"10,July,2000","


     

      the pentium 4 was only recently announced.  this processor has been known by the code name willamette, and now  urllink intel is ordering the production of a million 1.7 ghz p4s .  1.7  gigahertz .

     

    
","['\n\n\n     \n\n      the pentium 4 was only recently announced.', 'this processor has been known by the code name willamette, and now  urllink intel is ordering the production of a million 1.7 ghz p4s .', '1.7  gigahertz .']"
"10,July,2000","


     

      the future is closing in.  while i am reminded of gattaca, there is a new patent out on  urllink a machine that sucks up dead skin cells for analysis .  since warm air rises, particles from the lower body are also circulating near the head.  drugs, explosives, and other fun bits can be detected.  what gets me worried is that these skin cells can also be collected and then run through dna analysis.  

     

    
","['\n\n\n     \n\n      the future is closing in.', 'while i am reminded of gattaca, there is a new patent out on  urllink a machine that sucks up dead skin cells for analysis .', 'since warm air rises, particles from the lower body are also circulating near the head.', 'drugs, explosives, and other fun bits can be detected.', 'what gets me worried is that these skin cells can also be collected and then run through dna analysis.']"
