dates,posts,sentence_tokenize,word_tokenize
"02,August,2004","

	 
       urllink vatican sitting on time machine?  the machine in question is called a ""chronovisor"" and was built in the 1950s by a benedictine monk named father pellegrino ernetti.  ernetti reportedly used the ""way back machine"" to film christ's crucifixion for vatican officials.
     
    
","['\n\n\t \n       urllink vatican sitting on time machine?', 'the machine in question is called a ""chronovisor"" and was built in the 1950s by a benedictine monk named father pellegrino ernetti.', 'ernetti reportedly used the ""way back machine"" to film christ\'s crucifixion for vatican officials.']","['ernetti', 'reportedly', 'used', 'the', '``', 'way', 'back', 'machine', ""''"", 'to', 'film', 'christ', ""'s"", 'crucifixion', 'for', 'vatican', 'officials', '.']"
"02,August,2004","

	 
       urllink temple treatment for psychiatric illness  a six-week stay at a hindu temple in tamil nadu can produce the same improvement in people with severe psychiatric disorders as a month-long course of standard drugs, say researchers in india.
     
    
","['\n\n\t \n       urllink temple treatment for psychiatric illness  a six-week stay at a hindu temple in tamil nadu can produce the same improvement in people with severe psychiatric disorders as a month-long course of standard drugs, say researchers in india.']","['urllink', 'temple', 'treatment', 'for', 'psychiatric', 'illness', 'a', 'six-week', 'stay', 'at', 'a', 'hindu', 'temple', 'in', 'tamil', 'nadu', 'can', 'produce', 'the', 'same', 'improvement', 'in', 'people', 'with', 'severe', 'psychiatric', 'disorders', 'as', 'a', 'month-long', 'course', 'of', 'standard', 'drugs', ',', 'say', 'researchers', 'in', 'india', '.']"
"02,August,2004","

	 
       urllink strangers in a strange world  ...what propositions that you take seriously might actually have the same epistemological character as icke’s notion that the world is secretly run by shape-shifting twelve foot long extraterrestrial lizards? none? i doubt it. we human beings are actually riddled with superstitions, biases, unexamined prejudices, and flights of fancy. it’s just that we are rarely aware of how absurd they would look if subjected to rigorous, rational scrutiny.
     
    
","['\n\n\t \n       urllink strangers in a strange world  ...what propositions that you take seriously might actually have the same epistemological character as icke’s notion that the world is secretly run by shape-shifting twelve foot long extraterrestrial lizards?', 'none?', 'i doubt it.', 'we human beings are actually riddled with superstitions, biases, unexamined prejudices, and flights of fancy.', 'it’s just that we are rarely aware of how absurd they would look if subjected to rigorous, rational scrutiny.']","['it', '’', 's', 'just', 'that', 'we', 'are', 'rarely', 'aware', 'of', 'how', 'absurd', 'they', 'would', 'look', 'if', 'subjected', 'to', 'rigorous', ',', 'rational', 'scrutiny', '.']"
"02,August,2004","

	 
       urllink the hollow earth  there is really no north or south pole. ...there are really wide openings to the hollow interior of the earth.  flying saucers come from the hollow interior of the earth through these polar openings.  there is a large population inhabiting the inner concave surface of the earth's crust, composing a civilization far in advance of our own... flying saucers are only one of their many achievements.  the existence of a polar opening and land beyond the poles... is probably a top international secret.
     
    
","['\n\n\t \n       urllink the hollow earth  there is really no north or south pole.', '...there are really wide openings to the hollow interior of the earth.', 'flying saucers come from the hollow interior of the earth through these polar openings.', ""there is a large population inhabiting the inner concave surface of the earth's crust, composing a civilization far in advance of our own... flying saucers are only one of their many achievements."", 'the existence of a polar opening and land beyond the poles... is probably a top international secret.']","['the', 'existence', 'of', 'a', 'polar', 'opening', 'and', 'land', 'beyond', 'the', 'poles', '...', 'is', 'probably', 'a', 'top', 'international', 'secret', '.']"
"02,August,2004","

	 
       urllink reptilian sexual offenders database  not all of these are victims of cia-reptilian emotional-mental-sexual abuse, however enough of them are to warrant the existence of a database which will specifically target those reptilian child molestors which masquerade as human beings.
     
    
","['\n\n\t \n       urllink reptilian sexual offenders database  not all of these are victims of cia-reptilian emotional-mental-sexual abuse, however enough of them are to warrant the existence of a database which will specifically target those reptilian child molestors which masquerade as human beings.']","['urllink', 'reptilian', 'sexual', 'offenders', 'database', 'not', 'all', 'of', 'these', 'are', 'victims', 'of', 'cia-reptilian', 'emotional-mental-sexual', 'abuse', ',', 'however', 'enough', 'of', 'them', 'are', 'to', 'warrant', 'the', 'existence', 'of', 'a', 'database', 'which', 'will', 'specifically', 'target', 'those', 'reptilian', 'child', 'molestors', 'which', 'masquerade', 'as', 'human', 'beings', '.']"
"02,August,2004","

	 
      the ""it was a mistake"" fashion trend...  you've got your matching  urllink shorts and cap .  now you need new  urllink sports shoes  to complete your ensemble.  via  urllink nwd  and  urllink aberrant news 
     
    
","['\n\n\t \n      the ""it was a mistake"" fashion trend...  you\'ve got your matching  urllink shorts and cap .', 'now you need new  urllink sports shoes  to complete your ensemble.', 'via  urllink nwd  and  urllink aberrant news']","['via', 'urllink', 'nwd', 'and', 'urllink', 'aberrant', 'news']"
"02,August,2004","

	 
       urllink poll shows free speech support down  republican respondents also were more likely than democrats or independents to see the news media as too aggressive in seeking war information from government officials.  oh theres a big fucking surprise.  via  urllink slashdot 
     
    
","['\n\n\t \n       urllink poll shows free speech support down  republican respondents also were more likely than democrats or independents to see the news media as too aggressive in seeking war information from government officials.', 'oh theres a big fucking surprise.', 'via  urllink slashdot']","['via', 'urllink', 'slashdot']"
"02,August,2004","

	 
       urllink interview with the assassin  i smell another blair witch project.  via  urllink the presurfer 
     
    
","['\n\n\t \n       urllink interview with the assassin  i smell another blair witch project.', 'via  urllink the presurfer']","['via', 'urllink', 'the', 'presurfer']"
"02,August,2004","

	 
       urllink die puny humans   via  urllink technoccult 
     
    
",['\n\n\t \n       urllink die puny humans   via  urllink technoccult'],"['urllink', 'die', 'puny', 'humans', 'via', 'urllink', 'technoccult']"
"02,August,2004","

	 
       urllink mutafukaz  nazis, nasa, moon men, radioactive rats, mutants, spooks, and guns, guns, guns!  via  urllink opticalpoptitude 
     
    
","['\n\n\t \n       urllink mutafukaz  nazis, nasa, moon men, radioactive rats, mutants, spooks, and guns, guns, guns!', 'via  urllink opticalpoptitude']","['via', 'urllink', 'opticalpoptitude']"
"02,August,2004","

	 
       urllink how to cook an alien   aliens come here uninvited.  they ate elvis.  they mutilate our cattle, and probe abductees by shoving probes in their rectum and performing other unspeakable acts upon unsuspecting victims.  they are plentiful, more plentiful than the strained seas and land resources, and they seem to be coming in increasing numbers (if you beleive what some people are saying).  they are kosher meat.  they taste good if prepared well.  according to some,they mess around with the space shuttle, when astronauts launch sattelites.  their meat is safer than british beef.  via  urllink juul 
     
    
","['\n\n\t \n       urllink how to cook an alien   aliens come here uninvited.', 'they ate elvis.', 'they mutilate our cattle, and probe abductees by shoving probes in their rectum and performing other unspeakable acts upon unsuspecting victims.', 'they are plentiful, more plentiful than the strained seas and land resources, and they seem to be coming in increasing numbers (if you beleive what some people are saying).', 'they are kosher meat.', 'they taste good if prepared well.', 'according to some,they mess around with the space shuttle, when astronauts launch sattelites.', 'their meat is safer than british beef.', 'via  urllink juul']","['via', 'urllink', 'juul']"
"02,August,2004","

	 
       urllink i suspected as much .  via  urllink daily rotten 
     
    
","['\n\n\t \n       urllink i suspected as much .', 'via  urllink daily rotten']","['via', 'urllink', 'daily', 'rotten']"
"02,August,2004","

	 
       urllink beverly hillbillies to become reality tv show 
     
    
",['\n\n\t \n       urllink beverly hillbillies to become reality tv show'],"['urllink', 'beverly', 'hillbillies', 'to', 'become', 'reality', 'tv', 'show']"
"02,August,2004","

	 
       urllink nazis in shangri-la  they make such good villains. smart, resourceful, dedicated, disciplined — an adversary that'll challenge our hero... and with the convenient fatal flaw of being fucking nuts.   
     
    
","['\n\n\t \n       urllink nazis in shangri-la  they make such good villains.', ""smart, resourceful, dedicated, disciplined — an adversary that'll challenge our hero... and with the convenient fatal flaw of being fucking nuts.""]","['smart', ',', 'resourceful', ',', 'dedicated', ',', 'disciplined', '—', 'an', 'adversary', 'that', ""'ll"", 'challenge', 'our', 'hero', '...', 'and', 'with', 'the', 'convenient', 'fatal', 'flaw', 'of', 'being', 'fucking', 'nuts', '.']"
"02,August,2004","

	 
      does the wall street journal really want to go on record as calling for the bombing of the new york times?   urllink good question .
     
    
","['\n\n\t \n      does the wall street journal really want to go on record as calling for the bombing of the new york times?', 'urllink good question .']","['urllink', 'good', 'question', '.']"
"02,August,2004","

	 
       urllink scientists find schizophrenia clue  swedish scientists have found a tiny, mysterious particle in the spinal marrow fluid which may be a new form of life and which could help explain the cause of schizophrenia.   urllink my voices tell me that there might be something to it ...  via  urllink daily vexation 
     
    
","['\n\n\t \n       urllink scientists find schizophrenia clue  swedish scientists have found a tiny, mysterious particle in the spinal marrow fluid which may be a new form of life and which could help explain the cause of schizophrenia.', 'urllink my voices tell me that there might be something to it ...  via  urllink daily vexation']","['urllink', 'my', 'voices', 'tell', 'me', 'that', 'there', 'might', 'be', 'something', 'to', 'it', '...', 'via', 'urllink', 'daily', 'vexation']"
"02,August,2004","

	 
       urllink the time travel fund[tm]  we establish a fund in current time. you make a small contribution to the fund, and in a few hundred years that small amount grows to a very large amount. from that fund, moneys will be taken and used to retrieve you, perhaps seconds after you join, perhaps even moments before your recorded death, perhaps some other point in your lifetime.
     
    
","['\n\n\t \n       urllink the time travel fund[tm]  we establish a fund in current time.', 'you make a small contribution to the fund, and in a few hundred years that small amount grows to a very large amount.', 'from that fund, moneys will be taken and used to retrieve you, perhaps seconds after you join, perhaps even moments before your recorded death, perhaps some other point in your lifetime.']","['from', 'that', 'fund', ',', 'moneys', 'will', 'be', 'taken', 'and', 'used', 'to', 'retrieve', 'you', ',', 'perhaps', 'seconds', 'after', 'you', 'join', ',', 'perhaps', 'even', 'moments', 'before', 'your', 'recorded', 'death', ',', 'perhaps', 'some', 'other', 'point', 'in', 'your', 'lifetime', '.']"
"02,August,2004","

	 
       urllink we're living in a matrix ... possibly  a swedish philosopher at yale university believes there is a one-in-four chance that we are living inside a computer...  via  urllink shift 
     
    
","[""\n\n\t \n       urllink we're living in a matrix ... possibly  a swedish philosopher at yale university believes there is a one-in-four chance that we are living inside a computer...  via  urllink shift""]","['urllink', 'we', ""'re"", 'living', 'in', 'a', 'matrix', '...', 'possibly', 'a', 'swedish', 'philosopher', 'at', 'yale', 'university', 'believes', 'there', 'is', 'a', 'one-in-four', 'chance', 'that', 'we', 'are', 'living', 'inside', 'a', 'computer', '...', 'via', 'urllink', 'shift']"
"02,August,2004","

	 
       urllink out of their minds  i'm sorry dave... the ai dream--and the resulting business opportunities--are likely to remain more in the realm of science fiction than science fact.
     
    
","[""\n\n\t \n       urllink out of their minds  i'm sorry dave... the ai dream--and the resulting business opportunities--are likely to remain more in the realm of science fiction than science fact.""]","['urllink', 'out', 'of', 'their', 'minds', 'i', ""'m"", 'sorry', 'dave', '...', 'the', 'ai', 'dream', '--', 'and', 'the', 'resulting', 'business', 'opportunities', '--', 'are', 'likely', 'to', 'remain', 'more', 'in', 'the', 'realm', 'of', 'science', 'fiction', 'than', 'science', 'fact', '.']"
"02,August,2004","

	 
       urllink i am a right bastard . i freely admit it. i mean, it's not as if i'm going to succeed on content alone.
     
    
","['\n\n\t \n       urllink i am a right bastard .', 'i freely admit it.', ""i mean, it's not as if i'm going to succeed on content alone.""]","['i', 'mean', ',', 'it', ""'s"", 'not', 'as', 'if', 'i', ""'m"", 'going', 'to', 'succeed', 'on', 'content', 'alone', '.']"
"02,August,2004","

	 
       urllink a collection of end-of-world scenario's  some people collect postal stamps, i collect end-of-world scenario's.  via  urllink a wolf who sends flowers 
     
    
","[""\n\n\t \n       urllink a collection of end-of-world scenario's  some people collect postal stamps, i collect end-of-world scenario's."", 'via  urllink a wolf who sends flowers']","['via', 'urllink', 'a', 'wolf', 'who', 'sends', 'flowers']"
"02,August,2004","

	 
       urllink moon seen as nuclear waste repository  as the debate rages over using the yucca mountain as a burial ground for thousands of tons of radioactive material, a better site for unwanted nuclear waste holds its mute vigil in the skies above the nevada desert: the moon.   urllink i think i have seen this show before... 
     
    
","['\n\n\t \n       urllink moon seen as nuclear waste repository  as the debate rages over using the yucca mountain as a burial ground for thousands of tons of radioactive material, a better site for unwanted nuclear waste holds its mute vigil in the skies above the nevada desert: the moon.', 'urllink i think i have seen this show before...']","['urllink', 'i', 'think', 'i', 'have', 'seen', 'this', 'show', 'before', '...']"
"02,August,2004","

	 
       urllink turn yourself in and get it over with  you have to understand: we can't be too careful about these things because we really, seriously, need to get our own way here. uncritical, whole-hearted acceptance of authority, and support for our every little overt and covert aim, is not that much to ask.  via  urllink surfing the apocalypse 
     
    
","[""\n\n\t \n       urllink turn yourself in and get it over with  you have to understand: we can't be too careful about these things because we really, seriously, need to get our own way here."", 'uncritical, whole-hearted acceptance of authority, and support for our every little overt and covert aim, is not that much to ask.', 'via  urllink surfing the apocalypse']","['via', 'urllink', 'surfing', 'the', 'apocalypse']"
"02,August,2004","

	 
       urllink electric force field protects tanks  in tests an armoured personnel carrier survived repeated rocket attacks from grenades that would normally have destroyed it.
     
    
",['\n\n\t \n       urllink electric force field protects tanks  in tests an armoured personnel carrier survived repeated rocket attacks from grenades that would normally have destroyed it.'],"['urllink', 'electric', 'force', 'field', 'protects', 'tanks', 'in', 'tests', 'an', 'armoured', 'personnel', 'carrier', 'survived', 'repeated', 'rocket', 'attacks', 'from', 'grenades', 'that', 'would', 'normally', 'have', 'destroyed', 'it', '.']"
"02,August,2004","

	 
       urllink how to raise the dead  these same principles will work on how to heal the sick, how to cast out demons, and how to cleanse the lepers. these are the four things that jesus specifically sent his disciples out to do...  alas, no tips on my personal favorite, beating the shit out of money changers.  via  urllink the presurfer 
     
    
","['\n\n\t \n       urllink how to raise the dead  these same principles will work on how to heal the sick, how to cast out demons, and how to cleanse the lepers.', 'these are the four things that jesus specifically sent his disciples out to do...  alas, no tips on my personal favorite, beating the shit out of money changers.', 'via  urllink the presurfer']","['via', 'urllink', 'the', 'presurfer']"
"02,August,2004","

	 
       urllink if we lost it all  at this moment in history, new york is the kernel of western civilization, and the nihilists who despise our culture, as unholy as they are, inch daily toward the means of unleashing biblical fury. our city deserves bold acts to preserve it. maybe leidner's map is the start of something.
     
    
","['\n\n\t \n       urllink if we lost it all  at this moment in history, new york is the kernel of western civilization, and the nihilists who despise our culture, as unholy as they are, inch daily toward the means of unleashing biblical fury.', 'our city deserves bold acts to preserve it.', ""maybe leidner's map is the start of something.""]","['maybe', 'leidner', ""'s"", 'map', 'is', 'the', 'start', 'of', 'something', '.']"
"02,August,2004","

	 
       urllink unity... resolve... uh, freedom  the american people can sleep soundly, knowing that the most popular president in u.s. history is watching everything they do and listening in on all their electronic communications, like a big brother. please report any unpatriotic citizens you hear criticizing the president.  via  urllink everlasting blort 
     
    
","['\n\n\t \n       urllink unity... resolve... uh, freedom  the american people can sleep soundly, knowing that the most popular president in u.s. history is watching everything they do and listening in on all their electronic communications, like a big brother.', 'please report any unpatriotic citizens you hear criticizing the president.', 'via  urllink everlasting blort']","['via', 'urllink', 'everlasting', 'blort']"
"02,August,2004","

	 
       urllink denver international's top secret underground society  ...there seems to be a lot of weird rumors and conspiracies attached to its 53 square miles above ground facility and its top secret 88.5 square mile, eight level underground high-security fortification.  ... urllink the murals are pretty damn freaky for an airport .
     
    
","[""\n\n\t \n       urllink denver international's top secret underground society  ...there seems to be a lot of weird rumors and conspiracies attached to its 53 square miles above ground facility and its top secret 88.5 square mile, eight level underground high-security fortification."", '... urllink the murals are pretty damn freaky for an airport .']","['...', 'urllink', 'the', 'murals', 'are', 'pretty', 'damn', 'freaky', 'for', 'an', 'airport', '.']"
"02,August,2004","

	 
       urllink it's the end of the world as we know it...again  yes, even the world, itself will one day stop spinning on its familiar axis and its property value on the open market will plummet.  the question is, “when?”.  via  urllink memepool 
     
    
","[""\n\n\t \n       urllink it's the end of the world as we know it...again  yes, even the world, itself will one day stop spinning on its familiar axis and its property value on the open market will plummet."", 'the question is, “when?”.', 'via  urllink memepool']","['via', 'urllink', 'memepool']"
"02,August,2004","

	 
      i was just watching  urllink max headroom . reggie the old punk says, ""remember we used to talk about there being  no future ? well.  this is it .""  too true.
     
    
","['\n\n\t \n      i was just watching  urllink max headroom .', 'reggie the old punk says, ""remember we used to talk about there being  no future ?', 'well.', 'this is it .""', 'too true.']","['too', 'true', '.']"
"02,August,2004","

	 
       urllink geek genes may cause autism  a high incidence of autism in silicon valley could be due to the 'computer geek' genes of its workers.  the theory is that 'computer geek' men are more likely to meet partners who also carry autistic genes.  via  urllink the daily grail 
     
    
","[""\n\n\t \n       urllink geek genes may cause autism  a high incidence of autism in silicon valley could be due to the 'computer geek' genes of its workers."", ""the theory is that 'computer geek' men are more likely to meet partners who also carry autistic genes."", 'via  urllink the daily grail']","['via', 'urllink', 'the', 'daily', 'grail']"
"02,August,2004","

	 
       urllink flashbacks | hiroshima and nagasaki  the bombings of hiroshima and nagasaki, unquestionably shortened the war and halted a tide of japanese militarism that had been rising for years. even now, many continue to wonder, was it necessary?  via  urllink dumbmonkey 
     
    
","['\n\n\t \n       urllink flashbacks | hiroshima and nagasaki  the bombings of hiroshima and nagasaki, unquestionably shortened the war and halted a tide of japanese militarism that had been rising for years.', 'even now, many continue to wonder, was it necessary?', 'via  urllink dumbmonkey']","['via', 'urllink', 'dumbmonkey']"
"02,August,2004","

	 
       urllink   
     
    
",['\n\n\t \n       urllink'],['urllink']
"02,August,2004","

	 
       urllink professor x  the shulgins can come across like a psychedelic version of the osbournes — an ambling, eccentric paterfamilias, a kid who's caught up in the family business, and a savvier, more aggressive wife who protects them from the outside world.  shulgin has some establishment leanings. he belongs to the elite, all-male  urllink bohemian club  (dick cheney and george shultz are members)...  heh heh, here dick, put this on your tongue...
     
    
","[""\n\n\t \n       urllink professor x  the shulgins can come across like a psychedelic version of the osbournes — an ambling, eccentric paterfamilias, a kid who's caught up in the family business, and a savvier, more aggressive wife who protects them from the outside world."", 'shulgin has some establishment leanings.', 'he belongs to the elite, all-male  urllink bohemian club  (dick cheney and george shultz are members)...  heh heh, here dick, put this on your tongue...']","['he', 'belongs', 'to', 'the', 'elite', ',', 'all-male', 'urllink', 'bohemian', 'club', '(', 'dick', 'cheney', 'and', 'george', 'shultz', 'are', 'members', ')', '...', 'heh', 'heh', ',', 'here', 'dick', ',', 'put', 'this', 'on', 'your', 'tongue', '...']"
"02,August,2004","

	 
       urllink sleuths invade military pcs with ease  we were shocked and almost scared by how easy it was to get in... it's like coming across the pentagon and seeing a door open with no one guarding it.
     
    
","[""\n\n\t \n       urllink sleuths invade military pcs with ease  we were shocked and almost scared by how easy it was to get in... it's like coming across the pentagon and seeing a door open with no one guarding it.""]","['urllink', 'sleuths', 'invade', 'military', 'pcs', 'with', 'ease', 'we', 'were', 'shocked', 'and', 'almost', 'scared', 'by', 'how', 'easy', 'it', 'was', 'to', 'get', 'in', '...', 'it', ""'s"", 'like', 'coming', 'across', 'the', 'pentagon', 'and', 'seeing', 'a', 'door', 'open', 'with', 'no', 'one', 'guarding', 'it', '.']"
"02,August,2004","

	 
       urllink russians charge fbi agent with hacking  if the russian hackers are sentenced on the basis of information obtained by the americans through hacking, that will imply the future ability of u.s. secret services to use illegal methods in the collection of information in russia and other countries...
     
    
","['\n\n\t \n       urllink russians charge fbi agent with hacking  if the russian hackers are sentenced on the basis of information obtained by the americans through hacking, that will imply the future ability of u.s. secret services to use illegal methods in the collection of information in russia and other countries...']","['urllink', 'russians', 'charge', 'fbi', 'agent', 'with', 'hacking', 'if', 'the', 'russian', 'hackers', 'are', 'sentenced', 'on', 'the', 'basis', 'of', 'information', 'obtained', 'by', 'the', 'americans', 'through', 'hacking', ',', 'that', 'will', 'imply', 'the', 'future', 'ability', 'of', 'u.s.', 'secret', 'services', 'to', 'use', 'illegal', 'methods', 'in', 'the', 'collection', 'of', 'information', 'in', 'russia', 'and', 'other', 'countries', '...']"
"02,August,2004","

	 
       urllink the likelihood of extraterrestrial democracy  if paranoid, berserk, or thoroughly selfish societies last long enough to make contact with other civilizations, their foreign policies would put them out of business.
     
    
","['\n\n\t \n       urllink the likelihood of extraterrestrial democracy  if paranoid, berserk, or thoroughly selfish societies last long enough to make contact with other civilizations, their foreign policies would put them out of business.']","['urllink', 'the', 'likelihood', 'of', 'extraterrestrial', 'democracy', 'if', 'paranoid', ',', 'berserk', ',', 'or', 'thoroughly', 'selfish', 'societies', 'last', 'long', 'enough', 'to', 'make', 'contact', 'with', 'other', 'civilizations', ',', 'their', 'foreign', 'policies', 'would', 'put', 'them', 'out', 'of', 'business', '.']"
